Compound log K ow,WS (mg/L),MinPartialCharge,MaxPartialCharge,min projection (Å),S,rs/rp,∆Gs-m (J·m-2),MB contact angle (°),MB volume charge density δm (mol·m-3),Pressure (kPa),Measurement time (min),Initial concentration of compound (mg/L),pH,SHAP_Compound log K ow,SHAP_WS (mg/L),SHAP_MinPartialCharge,SHAP_MaxPartialCharge,SHAP_min projection (Å),SHAP_S,SHAP_rs/rp,SHAP_∆Gs-m (J·m-2),SHAP_MB contact angle (°),SHAP_MB volume charge density δm (mol·m-3),SHAP_Pressure (kPa),SHAP_Measurement time (min),SHAP_Initial concentration of compound (mg/L),SHAP_pH
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.22200707772850026,61.4,-52.875307756804084,500.0,90.0,100.0,7.1,0.017545152,-0.011306411,0.011096365,0.005552668,-0.012081849,0.0060194726,3.2872622,0.2324719,0.50901675,-0.3710535,0.060509488,0.17522252,0.026410654,1.3140501
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.22200707772850026,61.4,-52.875307756804084,1000.0,90.0,100.0,7.1,0.0028472096,-0.00704739,0.0077044596,0.004700725,-0.010979304,0.0060194726,3.202059,0.23510794,0.5233924,-0.4279319,0.41746303,0.14425978,0.009072236,1.276769
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.22200707772850026,61.4,-52.875307756804084,2000.0,90.0,100.0,7.1,0.041320577,-0.0068784463,0.0073782937,0.004700725,-0.009794895,0.0060194726,3.575338,0.2789222,0.3477395,-0.52801573,-0.2572778,0.04966735,0.010544535,1.3178234
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.17142901418344006,14.4,-84.00105815907246,250.0,90.0,100.0,3.5,0.056982085,-0.036194045,-0.02639964,0.008285644,-0.029991081,0.0009910705,-4.0250936,-0.4081927,-1.1282146,0.23705342,0.24571124,0.5359589,0.023135887,-3.5944695
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.17142901418344006,14.4,-84.00105815907246,500.0,90.0,100.0,3.5,0.009180256,-0.036194045,-0.07990149,0.008285644,-0.031860244,0.0009910705,-4.5892878,-0.4565886,-1.1937237,0.23259382,-0.53147954,0.48003304,-0.11787526,-3.4327154
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.17142901418344006,14.4,-84.00105815907246,1000.0,90.0,100.0,3.5,-0.0014887813,0.00649782,-0.03787357,0.006854808,-0.031091891,0.0009910705,-4.2738714,-0.13757561,-1.2778246,0.24752994,0.8509722,0.5934043,-0.1167896,-2.983905
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.17142901418344006,14.4,-84.00105815907246,2000.0,90.0,100.0,3.5,0.21765551,0.0066667628,-0.018135104,0.006854808,-0.030643882,0.0009910705,-3.5925221,-0.13894494,-0.9131991,0.25151443,1.1303196,0.4997597,-0.015971705,-2.963936
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.9384872598378766,0.23921328735026767,73.5,-90.61571972576098,250.0,90.0,100.0,3.5,-0.057213765,-0.0069255647,0.0051800455,0.0035547153,-0.01228273,0.0019431234,3.675579,0.28847772,0.76837933,0.28358102,-0.16657034,0.12807986,0.007276695,-1.2772535
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.9384872598378766,0.23921328735026767,73.5,-90.61571972576098,500.0,90.0,100.0,3.5,-0.06072597,-0.0069255647,-0.0009772689,0.0035547153,-0.011942803,0.0019431234,3.9248726,0.30634356,0.76294225,0.30619997,-0.07670897,0.1260652,-0.0074092466,-1.190957
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.9384872598378766,0.23921328735026767,73.5,-90.61571972576098,1000.0,90.0,100.0,3.5,-0.070462465,-0.0039881375,-0.0034821774,0.0032173444,-0.010386928,0.0019431234,3.824999,0.29121536,0.742971,0.37557155,0.57867676,0.1391023,-0.013001561,-1.0468585
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.9384872598378766,0.23921328735026767,73.5,-90.61571972576098,2000.0,90.0,100.0,3.5,-0.030636333,-0.0038191946,0.00092904014,0.0032173444,-0.0092025185,0.0019431234,4.242312,0.36059818,0.5798937,0.45454475,0.021473961,0.04869036,-0.00787158,-1.0883715
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.1745838200142877,0.2302223260540754,67.2,-125.56044921332312,250.0,90.0,100.0,3.5,-0.04745864,-0.007506659,0.004574478,0.0035547153,-0.012677777,0.0019431234,3.6145623,0.26074862,0.581727,0.26697376,-0.13412386,0.12589958,0.00621656,-1.3458192
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.1745838200142877,0.2302223260540754,67.2,-125.56044921332312,500.0,90.0,100.0,3.5,-0.050970845,-0.007506659,-0.0015828364,0.0035547153,-0.0123378495,0.0019431234,3.846813,0.2786145,0.5765578,0.2895927,-0.061305624,0.12388491,-0.008469382,-1.2590499
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.1745838200142877,0.2302223260540754,67.2,-125.56044921332312,1000.0,90.0,100.0,3.5,-0.062251527,-0.0041358927,-0.004095029,0.0032173444,-0.010820772,0.0019431234,3.7261326,0.27000597,0.5620519,0.35632408,0.5842751,0.13349117,-0.013164673,-1.1211158
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.1745838200142877,0.2302223260540754,67.2,-125.56044921332312,2000.0,90.0,100.0,3.5,-0.022425395,-0.00396695,9.4261646e-05,0.0032173444,-0.009636363,0.0019431234,4.0976477,0.3307312,0.38049924,0.42941758,-0.0337865,0.04113617,-0.00803469,-1.1728537
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.1983672383199228,43.7,-57.45863621890632,250.0,90.0,100.0,3.5,-0.29615647,-0.005015792,0.0034478838,0.0035547153,-0.012190689,0.0019431234,3.8240445,0.16458751,0.08633085,0.0986798,-0.2906186,0.13778523,0.09385694,-1.2493331
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.1983672383199228,43.7,-57.45863621890632,500.0,90.0,100.0,3.5,-0.29992837,-0.005015792,-0.0027094316,0.0035547153,-0.010327744,0.0019431234,4.1039376,0.1890784,0.08521116,0.12550014,-0.1883453,0.14426795,0.07917098,-1.1683843
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.1983672383199228,43.7,-57.45863621890632,1000.0,90.0,100.0,3.5,-0.30923015,-0.0016450251,-0.0052216244,0.0032173444,-0.009258769,0.0019431234,3.9731338,0.22697192,0.08707141,0.18282135,0.58053774,0.16502872,0.07471303,-1.0184714
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.1983672383199228,43.7,-57.45863621890632,2000.0,90.0,100.0,3.5,-0.06334533,-0.001476082,0.00095944566,0.0032173444,-0.008074361,0.0019431234,4.384234,0.39661622,0.24802977,0.21425802,0.3743855,0.07276463,0.094493985,-1.0281612
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.22200707772850026,61.4,-52.875307756804084,250.0,90.0,100.0,3.5,-0.022830117,-0.012326962,-0.0018857383,0.0035547153,-0.012487273,0.0019431234,3.4078503,0.17509569,0.5457449,-0.60828704,0.043070268,0.11388706,0.011805046,-1.4919897
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.22200707772850026,61.4,-52.875307756804084,500.0,90.0,100.0,3.5,-0.025757551,-0.012326962,-0.008043054,0.0035547153,-0.01183203,0.0019431234,3.6279655,0.18157746,0.5405756,-0.67192787,0.04825737,0.109153494,-0.007849341,-1.4508125
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.22200707772850026,61.4,-52.875307756804084,1000.0,90.0,100.0,3.5,-0.037486337,-0.008956196,-0.010555245,0.0032173444,-0.010763056,0.0019431234,3.481366,0.13897929,0.51970255,-0.82312125,0.5118227,0.114384815,-0.017619789,-1.3814814
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,2.125696361371975,0.22200707772850026,61.4,-52.875307756804084,2000.0,90.0,100.0,3.5,0.002339779,-0.008787253,-0.004374175,0.0032173444,-0.009578647,0.0019431234,3.812583,0.18756707,0.33843997,-0.9653542,-0.27331135,0.020745821,-0.012489814,-1.4508204
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,400.0,10.0,0.5,7.0,-0.7715257,0.025438674,-0.069411404,-0.013522301,0.11418436,0.0018345019,1.4154304,-0.89551044,-0.4986789,0.7549667,0.11978932,0.06111628,0.6223087,1.1202338
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,600.0,10.0,0.5,7.0,-0.7472167,-0.0038342918,-0.07051179,-0.013081082,0.11415145,0.0018345019,1.4226508,-0.51982653,-0.6556604,0.76417845,0.08691203,0.07073672,0.6426567,1.0712411
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,800.0,10.0,0.5,7.0,-0.7785848,-0.00322215,-0.04278462,-0.012535896,0.11123295,0.0018345019,1.4521232,-0.8315331,-0.51331955,0.76270723,0.7528259,0.05295762,0.5628205,1.03659
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,1000.0,10.0,0.5,7.0,-0.77896184,-0.0024138098,-0.04278462,-0.012535896,0.107972786,0.0018345019,1.4702553,-0.88074255,-0.3287803,0.7681799,0.80689204,0.047073796,0.5673728,1.0422202
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,1200.0,10.0,0.5,7.0,-0.8504602,-0.0024138098,-0.039165966,-0.012535896,0.107972786,0.0018345019,1.4210315,-0.8402601,-0.29964283,0.7663312,0.9856801,0.04697783,0.5391097,1.0583291
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,400.0,10.0,0.1,7.0,-0.78072023,0.021200612,-0.069411404,-0.013522301,0.11653439,0.0018345019,1.2706264,-0.94234943,-0.5665769,0.7611131,0.09038606,0.04200669,0.22832926,1.0950813
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,600.0,10.0,0.1,7.0,-0.75641125,-0.008072354,-0.07051179,-0.013081082,0.11650148,0.0018345019,1.2738262,-0.56666553,-0.7235585,0.7672446,0.044537924,0.048868272,0.23570631,1.0480994
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,800.0,10.0,0.1,7.0,-0.78777933,-0.007460212,-0.04278462,-0.012535896,0.11358298,0.0018345019,1.2941693,-0.8743449,-0.5812176,0.7670291,0.70716274,0.035127934,0.15258121,1.0134484
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,1000.0,10.0,0.1,7.0,-0.78815633,-0.006651872,-0.04278462,-0.012535896,0.11032282,0.0018345019,1.3127997,-0.9235543,-0.3854183,0.77250177,0.7789561,0.029244097,0.17486063,1.0224098
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,1200.0,10.0,0.1,7.0,-0.8596546,-0.006651872,-0.039165966,-0.012535896,0.11032282,0.0018345019,1.2676604,-0.88055784,-0.35213754,0.7706531,0.9791708,0.03178428,0.16802408,1.03947
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,400.0,10.0,0.05,7.0,-0.8572696,0.021200612,-0.01535036,-0.013522301,0.13902625,0.0018345019,1.0087477,-1.0950679,-0.7816608,0.7646523,0.14640407,0.09069422,0.20526198,1.0988145
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,600.0,10.0,0.05,7.0,-0.83296055,-0.008072354,-0.017813861,-0.013081082,0.13899335,0.0018345019,0.99055594,-0.7223041,-0.9672938,0.770114,0.02566117,0.096696846,0.1377443,1.0507501
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,800.0,10.0,0.05,7.0,-0.8653917,-0.007460212,0.009913304,-0.012535896,0.13607486,0.0018345019,1.0019132,-0.9841995,-0.80699384,0.7699055,0.6928024,0.080411136,0.05913555,1.016099
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,1000.0,10.0,0.05,7.0,-0.86529,-0.006651872,0.009913304,-0.012535896,0.13281468,0.0018345019,1.014766,-1.0334089,-0.6183764,0.7753781,0.7282678,0.070477046,0.0450871,1.0227757
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,1200.0,10.0,0.05,7.0,-0.93678826,-0.006651872,0.0135319615,-0.012535896,0.13281468,0.0018345019,1.0224166,-0.99041235,-0.55663365,0.7735294,0.9562452,0.070065476,0.06601308,1.0498154
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,400.0,10.0,0.01,7.0,-0.76705414,0.007319827,-0.0712223,-0.023708235,0.16152032,0.0018345019,0.8661838,-1.1568531,-0.68657607,0.8257382,0.03039665,0.0068343356,-1.0286598,1.0374857
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,600.0,10.0,0.01,7.0,-0.74219817,-0.010690509,-0.07442655,-0.023267018,0.16060074,0.0018345019,0.85648954,-0.7897027,-0.88458806,0.83119977,-0.03738039,0.017779026,-1.0432117,0.99002326
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,800.0,10.0,0.01,7.0,-0.802903,-0.010078367,-0.046699382,-0.02272183,0.15768224,0.0018345019,0.86121505,-1.0638564,-0.71094507,0.83099127,0.7112983,0.013572832,-1.0402828,0.98502004
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,1000.0,10.0,0.01,7.0,-0.80328,-0.009056778,-0.046699382,-0.02272183,0.15442207,0.0018345019,0.86901677,-1.1130658,-0.53153205,0.83646387,0.73649263,0.004631888,-1.0646024,0.98683923
5.43,553.0,2.80316778090608,3.29741248029618,4.04,1.161,1.3358428916398393,0.08609484986494093,23.2,-84.00105815907246,1200.0,10.0,0.01,7.0,-0.87477833,-0.009056778,-0.04308073,-0.02272183,0.15442207,0.0018345019,0.9126087,-1.0615028,-0.48303595,0.8346152,0.9904693,0.0046872087,-1.0176772,1.0078076
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.23872806919326714,73.16,-84.00105815907246,700.0,10.0,100.0,3.3,-0.0036479605,-0.00390332,-0.046933316,0.013244687,-0.04410079,0.0009910705,-4.159522,0.33089143,0.63564634,0.20672582,-0.57280576,1.1743679,-0.30514425,-2.8739192
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.23872806919326714,73.16,-84.00105815907246,700.0,760.0,100.0,3.2,-0.20809986,0.0064116404,-0.040524743,0.0068451483,-0.039523035,0.0009910705,-4.7314067,0.30361873,0.41063836,0.26003027,-0.97304815,-0.561858,-0.18523346,-3.7657719
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.23872806919326714,73.16,-84.00105815907246,700.0,1300.0,100.0,2.8,-0.18447475,0.0064116404,-0.07365684,0.0068451483,-0.039523035,0.0009910705,-5.669951,0.23574176,0.41063836,0.26398084,-1.084606,-1.6678983,-0.19524041,-6.918362
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.23872806919326714,73.16,-84.00105815907246,700.0,1440.0,100.0,2.6,-0.36409673,0.00814016,-0.07908914,0.0068451483,-0.039523035,0.0009910705,-6.3933606,0.2195731,0.34672835,0.21914929,-1.0678741,-3.353693,-0.18879607,-9.420102
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.23872806919326714,73.16,-84.00105815907246,700.0,1523.0,100.0,2.3,-0.36360723,0.0084207,-0.07998471,0.0068451483,-0.026548054,0.0009910705,-6.6593184,0.21277529,0.3172692,0.21063754,-1.0742416,-3.4759514,-0.19504914,-9.898172
3.712,1000.0,-0.254939806228499,0.34831623179593,3.69,0.272999999999999,1.0751460714316796,0.23872806919326714,73.16,-84.00105815907246,700.0,1624.0,100.0,2.2,-0.36360723,0.0084207,-0.07998471,0.0068451483,-0.026548054,0.0009910705,-6.6593184,0.21277529,0.3172692,0.21063754,-1.0742416,-3.4759514,-0.19504914,-9.898172
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,10.0,0.05,7.5,0.22902112,0.006216011,0.056711763,-0.037406176,-0.10258673,0.00095045276,-2.0454202,-0.11984122,0.55745375,-0.9034461,-0.12757018,0.75883687,1.3307736,1.3494567
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,110.0,0.05,7.5,0.25977546,0.011503691,0.007745363,-0.027605824,0.10880352,0.00095045276,-1.87134,-0.12789853,0.39100698,-0.6975551,-0.00295408,0.33998758,1.1208327,1.365435
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,220.0,0.05,7.5,0.21639949,0.006750315,-0.051699717,-0.027605824,-0.104723334,0.00095045276,-2.1844325,-0.20271975,0.36186665,-0.775564,-0.17046472,-0.2736076,0.80425,1.3089445
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,360.0,0.05,7.5,0.21518303,0.006750315,-0.051699717,-0.027605824,-0.14051011,0.00095045276,-2.238511,-0.20349298,0.35253355,-0.78633416,-0.17071566,-0.48888206,0.7493448,1.2919894
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,480.0,0.05,7.5,0.19904529,0.006635419,-0.051699717,-0.027605824,-0.14140481,0.00095045276,-2.4687786,-0.15310581,0.29734734,-0.85337585,-0.29539332,-0.57034004,0.75121474,1.2340468
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,600.0,0.05,7.5,0.469398,0.0044222204,-0.07600334,-0.027605824,-0.14140481,0.00095045276,-2.662266,-0.087452285,0.29734734,-0.85337585,-0.3296899,-1.0329269,0.75121474,1.2235534
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,720.0,0.05,7.5,0.44876614,0.0044222204,-0.09333702,-0.027605824,-0.14140481,0.00095045276,-2.767916,-0.088244095,0.29474926,-0.9417887,-0.3296899,-1.3110014,0.74026513,1.1785431
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,1200.0,0.05,7.5,0.46226603,0.0044222204,-0.10089198,-0.027605824,-0.17216635,0.00095045276,-2.883311,-0.090583004,0.27980056,-1.0067861,-0.32457873,-1.8084157,0.6952929,1.1653067
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,1320.0,0.05,7.5,0.6537228,0.0044222204,-0.10194601,-0.027605824,-0.17216635,0.00095045276,-3.0782735,-0.094562046,0.2781354,-1.0018038,-0.31852975,-2.360405,0.7119006,1.4081165
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,1440.0,0.05,7.5,0.7850258,0.0044222204,-0.10194601,-0.027605824,-0.17216635,0.00095045276,-3.137831,-0.094562046,0.25506312,-1.0018038,-0.3054268,-2.511438,0.7057706,1.4081165
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,10.0,0.025,7.5,-0.03208471,-0.0052548544,-0.27890843,-0.109829634,-0.22291797,0.00095045276,-2.9449809,-0.24674982,0.43604833,-1.2719955,-0.2188866,0.3241493,-1.4451333,1.1008548
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,10.0,0.05,7.5,0.22902112,0.006216011,0.056711763,-0.037406176,-0.10258673,0.00095045276,-2.0454202,-0.11984122,0.55745375,-0.9034461,-0.12757018,0.75883687,1.3307736,1.3494567
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,10.0,0.1,7.5,0.20374814,0.006216011,-0.13828832,-0.037406176,-0.16947338,0.00095045276,-2.501833,-0.1763034,0.31153947,-0.8494495,-0.22332121,0.39063594,-0.09527286,1.24006
4.49,553.0,2.80316778090608,3.29741248029618,3.55,1.161,1.2213786263159956,0.09779258571088228,46.0,-8.815910803068881,600.0,10.0,0.15,7.5,0.19179624,0.010006328,-0.13828832,-0.037406176,-0.15750961,0.00095045276,-2.5454307,-0.19589718,0.34824687,-0.7775906,-0.21774897,0.45454043,0.09488526,1.2693579
